text,type,topic,subtopic,longitude,latitude,relevance
solar kits,sub-subtopic,Solar Panel,Electricity access,-120.60552,38.41165,178367
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-120.60507,46.59207,507485
Puerto Rico,sub-subtopic,Solar Panel,Renewable energy insights,-120.59628,35.05303,412816
affordable access,sub-subtopic,Solar Panel,Solar forecasting solutions ,-120.59073,35.11859,26125
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-120.58745,40.38434,914215
Guatemala,sub-subtopic,Solar Panel,Sustainability analysis ,-120.58611,38.76158,413695
non-profit efforts,sub-subtopic,Solar Panel,Electricity access,-120.57187,38.43186,304753
powering,sub-subtopic,Solar Panel,Electricity access,-120.57184,34.97164,668098
cell phone,sub-subtopic,Solar Panel,Electricity access,-120.54785,46.99651,635912
devices,sub-subtopic,Solar Panel,Electricity access,-120.54349,41.48714,197758
interviewed Guatemalan,sub-subtopic,Solar Panel,Electricity access,-120.54076,38.22825,993734
Solar Kit,sub-subtopic,Solar Panel,Electricity access,-120.53965,38.06826,136691
Guatemala find,sub-subtopic,Solar Panel,Solar forecasting solutions ,-120.53007,46.65402,482691
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-120.52854,38.45216,817101
total cost,sub-subtopic,Solar Panel,Renewable energy insights,-120.52411,40.29656,290924
surveyed household,sub-subtopic,Solar Panel,Renewable energy insights,-120.51817,34.7483,316300
estimated upfront,sub-subtopic,Solar Panel,Renewable energy insights,-120.51076,49.45802,947881
cost,sub-subtopic,Solar Panel,Renewable energy insights,-120.5059,46.60207,135437
healthcare,sub-subtopic,Solar Panel,Electricity access,-120.48297,37.30216,539971
kerosene lamps,sub-subtopic,Solar Panel,Solar forecasting solutions ,-120.476,35.04275,366116
household air,sub-subtopic,Solar Panel,Sustainable technologies ,-120.47506,46.55735,469471
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-120.4698,47.52235,351616
top topics,sub-subtopic,Solar Panel,Electricity access,-120.4691,39.81046,977958
medical conditions,sub-subtopic,Solar Panel,Electricity access,-120.46766,34.70832,136439
medical equipment,sub-subtopic,Solar Panel,Electricity access,-120.46105,38.13762,969028
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-120.45794,34.63915,333942
medical concerns,sub-subtopic,Solar Panel,Electricity access,-120.45601,36.85884,730376
healthcare improvement,sub-subtopic,Solar Panel,Electricity access,-120.43979,46.60624,440158
Puerto Rican,sub-subtopic,Solar Panel,Electricity access,-120.43683,34.68609,941570
potential benefits,sub-subtopic,Solar Panel,Solar forecasting solutions ,-120.436,34.86526,776298
Hurricane Maria,sub-subtopic,Solar Panel,Electricity access,-120.43572,34.95303,637448
important Quality,sub-subtopic,Solar Panel,Sustainability analysis ,-120.4227,37.95326,131370
solar kits,sub-subtopic,Solar Panel,Electricity access,-120.42034,46.44763,942356
Guatemala,sub-subtopic,Solar Panel,Electricity access,-120.41701,46.98318,277175
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-120.40659,38.16851,978360
Puerto Rico,sub-subtopic,Solar Panel,Solar innovation solutions ,-120.40131,38.03631,403899
POWER show,sub-subtopic,Solar Panel,Solar panel perception,-120.38214,37.98409,226606
participants rate,sub-subtopic,Solar Panel,Sustainability analysis ,-120.38156,36.75356,753205
panels affect,sub-subtopic,Solar Panel,Electricity access,-120.37543,35.65525,449998
enhance learning,sub-subtopic,Solar Panel,Solar energy impact,-120.3613,37.9777,137264
economic mobility,sub-subtopic,Solar Panel,Solar panel perception,-120.36015,36.13968,168582
Puerto Rico,sub-subtopic,Solar Panel,Solar innovation solutions ,-120.35341,47.44374,677273
Hurricane Maria,sub-subtopic,Solar Panel,Solar innovation solutions ,-120.35103,38.25547,457315
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-120.34579,42.18877,698066
influence quality,sub-subtopic,Solar Panel,Electricity access,-120.33674,47.4729,971812
Puerto Rico,sub-subtopic,Solar Panel,Solar innovation solutions ,-120.3192,50.66648,326429
island-wide blackout,sub-subtopic,Solar Panel,Electricity access,-120.31852,37.29077,170293
Puerto Rico,sub-subtopic,Solar Panel,Solar innovation solutions ,-120.31035,47.42346,119290
distributed hubs,sub-subtopic,Solar Panel,Solar innovation solutions ,-120.30867,46.37735,199073
distributed solar,sub-subtopic,Solar Panel,Solar forecasting solutions ,-120.30702,38.00594,317765
traditional generators,sub-subtopic,Solar Panel,Solar forecasting solutions ,-120.29313,47.41568,280172
natural disaster,sub-subtopic,Solar Panel,Renewable energy insights,-120.28958,47.39012,70081
requirements addressed,sub-subtopic,Solar Panel,Solar forecasting solutions ,-120.28118,47.42568,751621
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-120.27821,34.74443,263007
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-120.27686,38.06576,632598
San Juan,sub-subtopic,Solar Panel,Solar innovation solutions ,-120.26991,37.9977,147046
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-120.2638,37.98465,108816
South Asian,sub-subtopic,Solar Panel,Solar panel perception,-120.262,46.40207,338261
Environmental Science,sub-subtopic,Solar Panel,Solar urban sustainability ,-120.26018,37.123,729702
decentralized electrification,sub-subtopic,Solar Panel,Energy assessments,-120.24823,37.22855,940000
Sector Management,sub-subtopic,Solar Panel,Solar urban sustainability ,-120.2413,37.9627,994843
publication date,sub-subtopic,Solar Panel,Solar urban sustainability ,-120.2403,55.75984,657762
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-120.23269,38.03965,394228
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-120.21614,44.99819,780537
WBG report,sub-subtopic,Solar Panel,Solar panel perception,-120.21369,47.89013,703238
World Bank,sub-subtopic,Solar Panel,Solar urban sustainability ,-120.20841,47.67596,266768
National Survey,sub-subtopic,Solar Panel,Sustainability analysis ,-120.19295,37.07633,660956
Sustainable Development,sub-subtopic,Solar Panel,Solar urban sustainability ,-120.19265,34.6136,88795
Global Assessment,sub-subtopic,Solar Panel,Energy assessments,-120.18904,36.60662,751930
PV-battery systems,sub-subtopic,Solar Panel,Solar energy impact,-120.18727,46.34207,813954
Hurricane Maria,sub-subtopic,Solar Panel,Electricity access,-120.18503,45.2343,54841
Humanitarian Technology,sub-subtopic,Solar Panel,Solar innovation solutions ,-120.18325,39.32796,816641
IEEE Conference,sub-subtopic,Solar Panel,Solar innovation solutions ,-120.1612,39.15023,744457
energy poverty,sub-subtopic,Solar Panel,Solar panel perception,-120.15841,47.88486,577441
Hurricane Fiona,sub-subtopic,Solar Panel,Solar innovation solutions ,-120.13765,34.59582,357211
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-120.12903,36.00412,709970
York Times,sub-subtopic,Solar Panel,Solar innovation solutions ,-120.12824,39.06741,743312
Hurricane Maria,sub-subtopic,Solar Panel,Electricity access,-120.1192,51.18308,650787
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-120.11487,34.66776,608937
Mercy Corps,sub-subtopic,Solar Panel,Solar urban sustainability ,-120.10292,36.20273,291847
Mercy Corps,sub-subtopic,Solar Panel,Solar innovation solutions ,-120.09991,39.18796,707042
energy poverty,sub-subtopic,Solar Panel,Solar technology adoption ,-120.07987,34.61443,843457
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-120.07118,47.64708,355473
small-scale solar,sub-subtopic,Solar Panel,Electricity access,-120.06683,37.01911,123467
world population,sub-subtopic,Solar Panel,Electricity access,-120.06072,36.96134,991689
majority,sub-subtopic,Solar Panel,Electricity access,-120.05988,36.72356,230727
Life Index,sub-subtopic,Solar Panel,Sustainability analysis ,-120.05102,39.23991,138164
solar kits,sub-subtopic,Solar Panel,Energy efficiency meaasures,-120.04461,36.92689,25385
energy infrastructure,sub-subtopic,Solar Panel,Renewable Solutions Integration,-120.02658,39.23768,242168
phone charging,sub-subtopic,Solar Panel,Electricity access,-120.02294,36.94717,465698
Hurricanes Irma,sub-subtopic,Solar Panel,Solar innovation solutions ,-120.01646,47.84097,644179
storm,sub-subtopic,Solar Panel,Sustainable technologies ,-120.01627,36.80217,379529
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-120.00865,46.32374,855153
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-119.99671,46.21485,794971
Horizontal Irradiation,sub-subtopic,Solar Panel,Renewable energy integration,-119.98881,39.51824,228309
photovoltaic energy,sub-subtopic,Solar Panel,Renewable energy integration,-119.98435,38.93324,874947
solar resource,sub-subtopic,Solar Panel,Renewable energy insights,-119.97659,39.68019,617203
research kits,sub-subtopic,Solar Panel,Renewable energy integration,-119.97297,39.2513,905121
panel,sub-subtopic,Solar Panel,Solar Materials ,-119.96628,37.48494,40466
prevent leaking,sub-subtopic,Solar Panel,Sustainable technologies ,-119.9618,36.00829,673607
typical system,sub-subtopic,Solar Panel,Renewable energy Integration,-119.92603,39.5138,880719
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-119.92045,37.54438,563021
self-administered questionnaire,sub-subtopic,Solar Panel,Sustainability analysis ,-119.91727,46.6793,960646
interviews conducted,sub-subtopic,Solar Panel,Sustainability analysis ,-119.90685,38.97713,967092
initial interviews,sub-subtopic,Solar Panel,Solar systems economics ,-119.90476,36.26326,657965
Guatemala,sub-subtopic,Solar Panel,Electricity access,-119.90282,46.73791,128289
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-119.9017,46.25097,626961
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-119.87463,36.98467,747936
solar kits,sub-subtopic,Solar Panel,Electricity access,-119.86097,34.41333,956899
energy poverty,sub-subtopic,Solar Panel,Solar technology adoption ,-119.85958,36.43106,726655
energy poverty,sub-subtopic,Solar Panel,Renewable energy Integration,-119.85255,47.2343,873385
household participants,sub-subtopic,Solar Panel,Solar panel perception,-119.85126,36.71023,579595
census measure,sub-subtopic,Solar Panel,Electricity access,-119.84325,39.63602,465655
regional poverty,sub-subtopic,Solar Panel,Solar panel perception,-119.8332,36.54273,12463
median income,sub-subtopic,Solar Panel,Renewable energy insights,-119.82764,34.43583,526624
Hurricane Maria,sub-subtopic,Solar Panel,Electricity access,-119.82658,39.61547,263421
Cayuga spend,sub-subtopic,Solar Panel,Renewable energy insights,-119.82319,36.1894,517056
energy access,sub-subtopic,Solar Panel,Solar panel perception,-119.8138,39.52963,327517
considered vulnerable,sub-subtopic,Solar Panel,Electricity access,-119.80515,36.79885,388025
socio-economic development,sub-subtopic,Solar Panel,Energy efficiency meaasures,-119.7907,36.65023,846554
energy poverty,sub-subtopic,Solar Panel,Electricity access,-119.78407,39.08602,308269
census data,sub-subtopic,Solar Panel,Renewable energy insights,-119.78291,36.30078,734987
electricity access,sub-subtopic,Solar Panel,Solar forecasting solutions ,-119.78062,48.09598,570414
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-119.77602,39.5963,352922
energy access,sub-subtopic,Solar Panel,Electricity access,-119.77265,37.19106,244713
agricultural industry,sub-subtopic,Solar Panel,Electricity access,-119.77237,36.74773,419788
households participated,sub-subtopic,Solar Panel,Electricity access,-119.76892,46.2068,555349
Juan Vacated?織equal,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-119.7674,39.1638,785693
nearest electrical,sub-subtopic,Solar Panel,Solar Energy Optimization,-119.76573,38.95407,449805
remote regions,sub-subtopic,Solar Panel,Electricity access,-119.75269,39.53491,683274
energy recovery,sub-subtopic,Solar Panel,Electricity access,-119.74962,38.9413,600201
Hurricane Maria,sub-subtopic,Solar Panel,Electricity access,-119.74633,49.76862,156743
Hurricane Maria,sub-subtopic,Solar Panel,Electricity access,-119.74129,38.88824,17519
remote regions,sub-subtopic,Solar Panel,Electricity access,-119.72627,37.3655,437252
kit installation,sub-subtopic,Solar Panel,Electricity access,-119.72212,39.04796,641168
Guatemala,sub-subtopic,Solar Panel,Electricity access,-119.71291,34.45083,887925
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-119.70846,36.31578,743512
Puerto Rico,sub-subtopic,Solar Panel,Renewable energy insights,-119.70741,39.64908,412091
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-119.70292,36.82523,518272
Guatemala,sub-subtopic,Solar Panel,Sustainability analysis ,-119.70098,37.26217,429952
study,sub-subtopic,Solar Panel,Electricity access,-119.70097,36.79301,717961
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-119.70058,45.83986,337854
Guatemalan households,sub-subtopic,Solar Panel,Electricity access,-119.69931,36.74912,263747
Guatemalan households,sub-subtopic,Solar Panel,Electricity access,-119.69923,38.9434,484819
solar kit,sub-subtopic,Solar Panel,Electricity access,-119.69819,34.42083,233332
solar kit,sub-subtopic,Solar Panel,Electricity access,-119.69429,35.61635,322455
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-119.6868,36.43328,622160
solar panels,sub-subtopic,Solar Panel,Electricity access,-119.68571,50.8165,517819
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-119.67847,36.63051,706028
interviewed households,sub-subtopic,Solar Panel,Electricity access,-119.67116,48.0082,980328
total cost,sub-subtopic,Solar Panel,Renewable energy insights,-119.66911,49.59977,148480
surveyed households,sub-subtopic,Solar Panel,Renewable energy insights,-119.6643,36.38078,392887
estimated up-front,sub-subtopic,Solar Panel,Renewable energy insights,-119.64962,39.30963,277093
cost,sub-subtopic,Solar Panel,Renewable energy insights,-119.64932,37.328,673399
time spent,sub-subtopic,Solar Panel,Electricity access,-119.64568,36.32745,893744
improve health,sub-subtopic,Solar Panel,Electricity access,-119.63624,36.30328,143748
households reduce,sub-subtopic,Solar Panel,Electricity access,-119.63208,34.43666,721503
adverse health,sub-subtopic,Solar Panel,Solar forecasting solutions ,-119.63059,46.90097,139513
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-119.61208,36.57078,219738
Puerto Rico,sub-subtopic,Solar Panel,Renewable energy insights,-119.59652,34.42138,610523
Puerto Rico,sub-subtopic,Solar Panel,Renewable energy insights,-119.59374,36.65912,591521
households reported,sub-subtopic,Solar Panel,Electricity access,-119.59295,39.23714,113413
electricity affect,sub-subtopic,Solar Panel,Electricity access,-119.58584,49.48062,822428
power loads,sub-subtopic,Solar Panel,Electricity access,-119.58339,48.36126,813254
time allocated,sub-subtopic,Solar Panel,Electricity access,-119.58333,49.8625,251850
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-119.57788,37.74075,389381
medical care,sub-subtopic,Solar Panel,Electricity access,-119.56707,34.42,529667
Guatemala,sub-subtopic,Solar Panel,Electricity access,-119.56667,49.35,193819
water access,sub-subtopic,Solar Panel,Solar forecasting solutions ,-119.5604,36.09801,493771
solar kit,sub-subtopic,Solar Panel,Electricity access,-119.5578,45.35318,853742
solar kit,sub-subtopic,Solar Panel,Electricity access,-119.55597,36.70801,633708
primary sources,sub-subtopic,Solar Panel,Solar forecasting solutions ,-119.55402,36.51384,990023
Guatemala typically,sub-subtopic,Solar Panel,Electricity access,-119.55365,47.31764,550250
solar lighting,sub-subtopic,Solar Panel,Solar panel perception,-119.5524,49.18306,194188
prevent gender-based,sub-subtopic,Solar Panel,Solar forecasting solutions ,-119.52755,48.41099,852786
accidents reducing,sub-subtopic,Solar Panel,Solar forecasting solutions ,-119.52707,36.61162,951952
South Asian,sub-subtopic,Solar Panel,Solar panel perception,-119.51846,34.39888,539509
primary lighting,sub-subtopic,Solar Panel,Solar forecasting solutions ,-119.50079,38.73565,541212
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-119.49141,45.89569,342303
Puerto Rico,sub-subtopic,Solar Panel,Solar innovation solutions ,-119.49059,47.38931,645284
economic mobility,sub-subtopic,Solar Panel,Solar panel perception,-119.4878,46.26319,737945
Puerto Rico,sub-subtopic,Solar Panel,Solar innovation solutions ,-119.48734,35.88773,467380
school closures,sub-subtopic,Solar Panel,Solar innovation solutions ,-119.48568,49.88307,564750
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-119.48541,37.08078,789627
Puerto Rico,sub-subtopic,Solar Panel,Solar innovation solutions ,-119.47262,35.13469,612907
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-119.46956,35.40052,293066
Puerto Rico,sub-subtopic,Solar Panel,Solar innovation solutions ,-119.45818,36.72384,802908
systems refer,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-119.45651,35.14247,519926
renewable energy,sub-subtopic,Solar Panel,Renewable Solutions Integration,-119.45623,35.15441,653030
energy source,sub-subtopic,Solar Panel,Solar forecasting solutions ,-119.45623,35.13469,344139
natural disaster,sub-subtopic,Solar Panel,Renewable energy insights,-119.45237,49.03306,25670
rural regions,sub-subtopic,Solar Panel,Electricity access,-119.4504,36.59634,7055
distributed solar,sub-subtopic,Solar Panel,Solar forecasting solutions ,-119.44318,36.47606,427510
electricity manage,sub-subtopic,Solar Panel,Electricity access,-119.4395,48.70515,386138
electricity experience,sub-subtopic,Solar Panel,Solar forecasting solutions ,-119.43605,55.21664,833333
electricity,sub-subtopic,Solar Panel,Solar forecasting solutions ,-119.43562,48.93905,864003
solar energy,sub-subtopic,Solar Panel,Energy efficiency meaasures,-119.42012,36.35106,234713
Clean Energy,sub-subtopic,Solar Panel,Solar innovation solutions ,-119.40095,35.05886,989581
San Juan,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-119.39672,50.0088,527015
Deity research,sub-subtopic,Solar Panel,Electricity access,-119.38707,36.54328,605724
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-119.37406,39.3738,411721
Energy Agency,sub-subtopic,Solar Panel,Solar urban sustainability ,-119.36907,49.93307,847299
South Asian,sub-subtopic,Solar Panel,Solar panel perception,-119.36141,46.3043,662178
Economic Co-operation,sub-subtopic,Solar Panel,Sustainability analysis ,-119.35158,36.17066,29492
technical report,sub-subtopic,Solar Panel,Solar urban sustainability ,-119.34997,50.36386,376365
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-119.34734,36.20773,665776
World Factbook,sub-subtopic,Solar Panel,Solar urban sustainability ,-119.34425,38.78421,301626
Photovoltaic Power,sub-subtopic,Solar Panel,Solar urban sustainability ,-119.34252,45.91735,654272
Global energy,sub-subtopic,Solar Panel,Energy assessments,-119.34095,35.59412,52155
World Bank,sub-subtopic,Solar Panel,Solar urban sustainability ,-119.32808,47.13459,598360
Hurricane Maria,sub-subtopic,Solar Panel,Electricity access,-119.32738,38.80047,413511
Hurricane Fiona,sub-subtopic,Solar Panel,Solar innovation solutions ,-119.31719,47.19433,915102
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-119.31373,36.62439,133618
York Times,sub-subtopic,Solar Panel,Solar innovation solutions ,-119.31206,36.0594,248819
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-119.30237,50.6998,848367
mobile connectivity,sub-subtopic,Solar Panel,Solar panel perception,-119.30011,34.4,297703
Hurricanes Maria,sub-subtopic,Solar Panel,Solar innovation solutions ,-119.2956,36.37952,363167
Neural Network,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-119.29317,34.27834,67115
Performance Ratio,sub-subtopic,Solar Panel,Solar performance assessment,-119.29206,36.33023,800657
Solar Energy,sub-subtopic,Solar Panel,Solar Energy Optimization,-119.29178,35.96856,644384
power sector,sub-subtopic,Solar Panel,Solar urban sustainability ,-119.28946,45.84041,693335
developing countries,sub-subtopic,Solar Panel,Energy efficiency meaasures,-119.28734,36.54495,756985
Lisps,sub-subtopic,Solar Panel,Solar forecasting accuracy,-119.28678,36.52328,620808
forecasting trend,sub-subtopic,Solar Panel,Solar forecasting solutions ,-119.28511,34.43361,537719
forecast results,sub-subtopic,Solar Panel,Energy Risk indicators ,-119.28446,46.28569,831500
forecast history,sub-subtopic,Solar Panel,Solar forecasting solutions ,-119.27928,34.44694,969240
optimal model,sub-subtopic,Solar Panel,Solar forecasting accuracy,-119.27831,35.92894,928360
accurately predict,sub-subtopic,Solar Panel,Solar forecasting solutions ,-119.27808,47.13014,613763
studies mentioned,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-119.27337,50.26729,865392
study,sub-subtopic,Solar Panel,Solar urban sustainability ,-119.27233,35.88412,957727
BIL STM,sub-subtopic,Solar Panel,Solar Energy Optimization,-119.27178,35.50051,985527
potential sources,sub-subtopic,Solar Panel,Solar Energy Optimization,-119.25183,39.60797,268367
solar energy,sub-subtopic,Solar Panel,Solar systems economics ,-119.24705,35.76884,156636
variable structure,sub-subtopic,Solar Panel,Solar forecasting accuracy,-119.24679,36.74023,664619
variable structure,sub-subtopic,Solar Panel,Solar panel perception,-119.24289,34.44805,824595
research hypotheses,sub-subtopic,Solar Panel,Solar forecasting accuracy,-119.23127,38.25575,864213
model proposed,sub-subtopic,Solar Panel,Solar forecasting solutions ,-119.22927,35.67801,478366
model predictions,sub-subtopic,Solar Panel,Energy Risk indicators ,-119.22461,39.41547,779883
theoretical perspectives,sub-subtopic,Solar Panel,Solar forecasting accuracy,-119.22316,34.15806,829316
main limitation,sub-subtopic,Solar Panel,Solar forecasting solutions ,-119.21789,36.38717,298894
weather station,sub-subtopic,Solar Panel,Solar energy dynamics ,-119.21724,45.78041,997938
Performance Ratio,sub-subtopic,Solar Panel,Solar performance assessment,-119.20678,36.29773,22178
calculated yearly,sub-subtopic,Solar Panel,Sun-Synchronous Orbits,-119.20235,50.44979,385278
removing dust,sub-subtopic,Solar Panel,Solar urban sustainability ,-119.199,36.09356,426282
solar systems,sub-subtopic,Solar Panel,Energy efficiency meaasures,-119.19617,46.2454,346147
solar plant,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-119.19511,34.14778,277891
Neural Networks,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-119.18279,46.24541,307880
ANN structured,sub-subtopic,Solar Panel,Renewable energy Integration,-119.17705,34.1975,617128
Anna,sub-subtopic,Solar Panel,Solar panel perception,-119.17529,46.82597,588920
networks resemble,sub-subtopic,Solar Panel,Renewable energy Integration,-119.16383,34.23578,207582
ANN structure,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-119.16293,38.98575,923854
actual output,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-119.15234,50.5498,985734
ANN,sub-subtopic,Solar Panel,Renewable energy Integration,-119.15223,46.59403,928466
weighted sum,sub-subtopic,Solar Panel,Solar performance assessment,-119.14983,34.28306,101151
popular activation,sub-subtopic,Solar Panel,Renewable energy integration,-119.14955,34.84637,5236
main purpose,sub-subtopic,Solar Panel,Renewable energy transition ,-119.14919,36.05635,505858
RNN architecture,sub-subtopic,Solar Panel,Solar forecasting accuracy,-119.14538,35.38357,536897
CNN-LSTM network,sub-subtopic,Solar Panel,Solar energy dynamics ,-119.14205,36.29606,661801
CNN-LSTM,sub-subtopic,Solar Panel,Renewable energy insights,-119.13723,46.21125,981464
LSTM layer,sub-subtopic,Solar Panel,Solar performance assessment,-119.13602,55.14995,638356
forecasting model,sub-subtopic,Solar Panel,Solar forecasting accuracy,-119.13585,53.88335,770407
framework flow,sub-subtopic,Solar Panel,Solar forecasting accuracy,-119.11418,46.13152,293723
validation process,sub-subtopic,Solar Panel,Solar Energy Optimization,-119.10983,35.38329,192590
study utilize,sub-subtopic,Solar Panel,Solar forecasting accuracy,-119.10788,35.79662,881479
purpose,sub-subtopic,Solar Panel,Solar forecasting accuracy,-119.10057,46.23958,260636
neural network,sub-subtopic,Solar Panel,Solar energy dynamics ,-119.09872,36.41356,939273
develop,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-119.08816,36.20301,873663
performance metrics,sub-subtopic,Solar Panel,Energy Risk indicators ,-119.08105,43.56404,729502
RMSE,sub-subtopic,Solar Panel,Energy Risk indicators ,-119.06066,36.14551,448459
Percentage Error,sub-subtopic,Solar Panel,Solar performance assessment,-119.05927,34.35417,362057
forecasts validated,sub-subtopic,Solar Panel,Energy Risk indicators ,-119.0541,43.58626,764249
comparative standards,sub-subtopic,Solar Panel,Solar energy dynamics ,-119.04427,35.96245,312858
CNN-LSTM model,sub-subtopic,Solar Panel,Solar forecasting accuracy,-119.03973,46.96764,486779
neural networks,sub-subtopic,Solar Panel,Solar energy dynamics ,-119.03808,47.93237,65057
maximum power,sub-subtopic,Solar Panel,Solar forecasting accuracy,-119.0376,34.21639,91607
maximum loss,sub-subtopic,Solar Panel,Solar performance assessment,-119.0339,46.15402,541384
Fig.,sub-subtopic,Solar Panel,Solar performance assessment,-119.01955,35.41968,904517
power generation,sub-subtopic,Solar Panel,Solar forecasting accuracy,-119.01871,35.37329,83899
range,sub-subtopic,Solar Panel,Solar performance assessment,-119.01677,36.06523,467138
Fig.,sub-subtopic,Solar Panel,Solar forecasting accuracy,-119.01306,46.19986,220380
power generation,sub-subtopic,Solar Panel,Solar forecasting accuracy,-119.00335,47.94154,697895
RNN model,sub-subtopic,Solar Panel,Solar forecasting accuracy,-119.00288,35.26885,884264
power generation,sub-subtopic,Solar Panel,Solar forecasting accuracy,-118.98565,50.83312,626917
Fig.,sub-subtopic,Solar Panel,Solar performance assessment,-118.97613,47.96543,670597
CNN-LSTM model,sub-subtopic,Solar Panel,Solar forecasting accuracy,-118.97566,36.05745,65909
loss function,sub-subtopic,Solar Panel,Solar forecasting accuracy,-118.97208,37.64855,219353
CNN-LSTM hybrid,sub-subtopic,Solar Panel,Solar forecasting accuracy,-118.96904,50.24979,1054067
soiling loss,sub-subtopic,Solar Panel,Solar forecasting accuracy,-118.95301,44.41599,377906
error loss,sub-subtopic,Solar Panel,Solar performance assessment,-118.95023,44.3896,853722
prediction results,sub-subtopic,Solar Panel,Solar forecasting accuracy,-118.94482,34.82276,276215
ANN models,sub-subtopic,Solar Panel,Solar forecasting accuracy,-118.94343,34.18362,230459
error metrics,sub-subtopic,Solar Panel,Solar forecasting accuracy,-118.91815,34.39916,341117
parallel graph,sub-subtopic,Solar Panel,Solar forecasting accuracy,-118.9151,35.23802,26661
Power Generation,sub-subtopic,Solar Panel,Solar forecasting accuracy,-118.91427,35.25968,875667
ANN model,sub-subtopic,Solar Panel,Solar forecasting accuracy,-118.90454,36.43884,449697
predicted patterns,sub-subtopic,Solar Panel,Renewable energy Integration,-118.88204,34.28556,891254
predicted scenario,sub-subtopic,Solar Panel,Renewable energy Integration,-118.86482,34.84164,435068
RNN model,sub-subtopic,Solar Panel,Solar forecasting accuracy,-118.86111,46.66347,522368
power generation,sub-subtopic,Solar Panel,Solar forecasting accuracy,-118.83759,34.17056,300310
plot,sub-subtopic,Solar Panel,Solar forecasting accuracy,-118.83607,55.78327,725100
gap analysis,sub-subtopic,Solar Panel,Solar Energy Optimization,-118.82998,45.48318,29733
performance metric,sub-subtopic,Solar Panel,Solar forecasting accuracy,-118.82843,35.20913,953370
forecast models,sub-subtopic,Solar Panel,Solar forecasting solutions ,-118.80565,34.14584,31896
accurate modelling,sub-subtopic,Solar Panel,Solar Materials ,-118.80415,55.22228,827479
IPS developers,sub-subtopic,Solar Panel,Solar forecasting accuracy,-118.80271,55.16667,380135
research study,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-118.79398,34.41527,639079
project number,sub-subtopic,Solar Panel,Solar energy impact,-118.7886,45.67207,419814
multiple-vehicle accidents,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-118.78602,55.34998,567705
Abdullah Campus,sub-subtopic,Solar Panel,Solar innovation solutions ,-118.78148,34.26945,35607
power forecasting,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-118.7804,34.02577,901782
machine learning,sub-subtopic,Solar Panel,Solar technology adoption ,-118.77737,39.47353,441177
authors,sub-subtopic,Solar Panel,Energy assessments,-118.77453,34.13639,822659
short-term solar,sub-subtopic,Solar Panel,Solar innovation solutions ,-118.76287,34.17917,331289
